Name,Rating,Number_of_Ratings,Category,Subcategory,Brand,Price,Discount,Image
"DOOGEE Note 58 Android 15 Unlocked Cellphone,32GB+128GB/2TB Expand Cell Phone with 6.75"" HD+ Waterdrop Screen, 6250mah Battery,4G Dual Sim Unlocked Smartphone,Widevine L1/NFC/OTG/Face Unlock, Black",4.1,556.0,Cell Phones & Accessories,Cell Phones,DOOGEE,115.0,-0.23,https://m.media-amazon.com/images/I/71sDOyul7lL._AC_SX679_.jpg
"Xiaomi 14T Pro Ai 5G (512GB+12GB) Nfc Global Unlocked Worldwide (Tmobile Mint Tello Global) 50MP Triple Pro Leica Camera 6.67"" 144Mhz (Titan Blue)",4.5,117.0,Cell Phones & Accessories,Cell Phones,XIAOMI,615.0,,https://m.media-amazon.com/images/I/71PeWsSg4oL._AC_SX522_.jpg
"DOOGEE Blade GT Play 5G Rugged Smartphone Unlocked with RGB LED Light Effect,Rugged Phone 6.72"" FHD+ 120Hz,6nm D7025 CPU,20GB+256GB, 10.5 mm Ultra-Thin Gaming Phones,5800mAh/50MP AI Camera/NFC",4.7,34.0,Cell Phones & Accessories,Cell Phones,DOOGEE,259.0,-0.32,https://m.media-amazon.com/images/I/81X1dQjyO-L._AC_SX679_.jpg
Google Pixel 8 Pro - Unlocked Android Smartphone with Telephoto Lens and Super Actua Display - 24-Hour Battery - Obsidian - 256 GB (Renewed),4.0,804.0,Cell Phones & Accessories,Cell Phones,Google,106.0,,https://m.media-amazon.com/images/I/61aRO4jJM0L._AC_SX679_.jpg
"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design,US Version, 2024, Awesome Navy (Renewed)",4.0,65.0,Cell Phones & Accessories,Cell Phones,SAMSUNG,374.0,,https://m.media-amazon.com/images/I/61R5WdNY8LL._AC_SX522_.jpg
"DOOGEE S200 Rugged Smartphone 5G Unlocked, 256GB+32GB RAM Rugged Phone with 1.32"" Rear Screen, 10100mAh Battery,6.58"" FHD+ 120Hz Display,100MP + 20MP Night Vision Camera,Dual SIM Waterproof Cell Phone",5.0,5.0,Cell Phones & Accessories,Cell Phones,DOOGEE,349.0,-0.19,https://m.media-amazon.com/images/I/81hivrvL8xL._AC_SX679_.jpg
"SAMSUNG Galaxy S25+ Cell Phone, 256GB AI Smartphone, Unlocked Android, AI Camera, Fast Processor, ProScaler Display, Long Battery Life, 2025, Navy (Renewed)",4.2,32.0,Cell Phones & Accessories,Cell Phones,SAMSUNG,719.0,,https://m.media-amazon.com/images/I/61YvMOsT47L._AC_SX679_.jpg
"Apple iPhone 12 Mini 5G, US Version, 128GB, Blue - Unlocked (Renewed)",4.0,15489.0,Cell Phones & Accessories,Cell Phones,Apple,14.0,,https://m.media-amazon.com/images/I/51rmJraBt9L._AC_SX679_.jpg
"DOOGEE S Punk Pro(2025) Rugged Phone,20GB+512GB Android 14 Rugged Cell Phone with 128dB Loudest Speaker,6.6 FHD+ IPS 90Hz,10800mAh Rugged Smartphone,50MP AI Camera,Waterproof Phone,Face Unlock/NFC",4.1,60.0,Cell Phones & Accessories,Cell Phones,DOOGEE,219.0,-0.29,https://m.media-amazon.com/images/I/81Z5dvK1IlL._AC_SX679_.jpg
"Apple iPhone 12 Mini 5G, US Version, 128GB, Blue - Unlocked (Renewed)",4.0,15489.0,Cell Phones & Accessories,Cell Phones,Apple,14.0,,https://m.media-amazon.com/images/I/51rmJraBt9L._AC_SX679_.jpg
"Ulefone Note 21 Cell Phone 2025 Android 14 8GB + 128GB/1TB SD, Octa Core 6.56"" HD+ 2.5D 90Hz, 13P + 8MP Camera 5000mAh Smartphone, 4G Dual SIM Fingerprint + Face ID GPS OTG Phones Unlocked- Black",3.9,34.0,Cell Phones & Accessories,Cell Phones,Ulefone,89.0,,https://m.media-amazon.com/images/I/712LUcUBJCL._AC_SX679_.jpg
"DOOGEE S Punk Pro(2025) Rugged Phone,20GB+512GB Android 14 Rugged Cell Phone with 128dB Loudest Speaker,6.6 FHD+ IPS 90Hz,10800mAh Rugged Smartphone,50MP AI Camera,Waterproof Phone,Face Unlock/NFC",4.1,60.0,Cell Phones & Accessories,Cell Phones,DOOGEE,219.0,-0.29,https://m.media-amazon.com/images/I/81Z5dvK1IlL._AC_SX679_.jpg
"SAMSUNG Galaxy S25+ Cell Phone, 256GB AI Smartphone, Unlocked Android, AI Camera, Fast Processor, ProScaler Display, Long Battery Life, 2025, Navy (Renewed)",4.2,32.0,Cell Phones & Accessories,Cell Phones,SAMSUNG,199.0,,https://m.media-amazon.com/images/I/61YvMOsT47L._AC_SX679_.jpg
